,R_fighter,B_fighter,win_by,last_round,date,location,Fight_type,Winner,indexfighter1,Agefighter1,weight_classfighter1,height_cmfighter1,reach_cmfighter1,ape_indexfighter1,Number_of_fightsfighter1,win_percentagefighter1,O_SLpMfighter1,O_StrPctfighter1,D_SApMfighter1,D_StrPctfighter1,O_TdAvgfighter1,O_TdAccfighter1,O_SubAvgfighter1,D_TdPctfighter1,weightfighter1,indexfighter2,Agefighter2,weight_classfighter2,height_cmfighter2,reach_cmfighter2,ape_indexfighter2,Number_of_fightsfighter2,win_percentagefighter2,O_SLpMfighter2,O_StrPctfighter2,D_SApMfighter2,D_StrPctfighter2,O_TdAvgfighter2,O_TdAccfighter2,O_SubAvgfighter2,D_TdPctfighter2,weightfighter2
2895,Darren Elkins,Hacran Dias,Decision - Unanimous,3,"December 20, 2014","Barueri, Sao Paulo, Brazil",Featherweight Bout,0,2244,37,Featherweight 145 lb,178.0,180.0,1.0112359550561798,37,0.7297297297297297,3.44,0.38,3.09,0.52,2.65,0.32,1.1,0.56,145,2138,37,Lightweight 155 lb,173.0,175.0,1.0115606936416186,30,0.7666666666666667,2.08,0.41,3.31,0.55,2.5,0.39,0.5,0.76,155
2896,Gabriel Gonzaga,Matt Mitrione,KO/TKO,1,"December 13, 2014","Phoenix, Arizona, USA",Heavyweight Bout,0,2426,42,Heavyweight 265 lb,188.0,193.0,1.0265957446808511,28,0.6071428571428571,2.12,0.45,2.94,0.57,2.8,0.39,1.1,0.66,242,321,43,Heavyweight 265 lb,190.0,208.0,1.0947368421052632,17,0.7058823529411765,3.55,0.5,2.79,0.64,0.0,0.0,0.7,0.55,265
2897,Ben Saunders,Joe Riggs,Submission,1,"December 13, 2014","Phoenix, Arizona, USA",Welterweight Bout,1,1127,38,Welterweight 170 lb,188.0,196.0,1.0425531914893618,37,0.5945945945945946,3.23,0.5,3.58,0.51,0.2,0.4,1.3,0.66,170,1101,39,Middleweight 185 lb,183.0,178.0,0.9726775956284152,61,0.7213114754098361,2.41,0.51,1.69,0.57,2.45,0.55,0.6,0.62,185
2898,John Moraga,Willie Gates,Submission,3,"December 13, 2014","Phoenix, Arizona, USA",Flyweight Bout,1,293,37,Flyweight 125 lb,168.0,168.0,1.0,26,0.7307692307692307,2.57,0.43,2.55,0.56,0.62,0.23,1.1,0.44,125,2467,35,Flyweight 125 lb,173.0,183.0,1.0578034682080926,19,0.631578947368421,1.8,0.38,4.28,0.38,0.0,0.0,0.4,0.67,125
2899,Nate Diaz,Rafael Dos Anjos,Decision - Unanimous,3,"December 13, 2014","Phoenix, Arizona, USA",Lightweight Bout,0,2136,36,Welterweight 170 lb,183.0,193.0,1.0546448087431697,34,0.6176470588235294,4.51,0.45,3.73,0.52,1.1,0.3,1.3,0.41,170,2116,37,Lightweight 155 lb,173.0,178.0,1.0289017341040465,43,0.6976744186046512,3.49,0.46,3.22,0.61,1.93,0.37,0.6,0.58,155
2900,Alistair Overeem,Stefan Struve,KO/TKO,1,"December 13, 2014","Phoenix, Arizona, USA",Heavyweight Bout,1,601,41,Heavyweight 265 lb,193.0,203.0,1.0518134715025906,66,0.7121212121212122,3.67,0.64,2.44,0.57,1.42,0.55,0.8,0.73,265,819,34,Heavyweight 265 lb,211.0,213.0,1.009478672985782,46,0.717391304347826,3.12,0.47,4.04,0.46,0.56,0.46,1.7,0.55,265
2901,Joanna Jedrzejczyk,Claudia Gadelha,Decision - Split,3,"December 13, 2014","Phoenix, Arizona, USA",Women's Strawweight Bout,1,1702,34,Strawweight 115 lb,168.0,165.0,0.9821428571428572,20,0.8,6.3,0.48,3.08,0.64,0.28,0.62,0.1,0.81,115,2502,33,Strawweight 115 lb,163.0,160.0,0.98159509202454,23,0.782608695652174,3.31,0.41,4.57,0.57,3.03,0.42,0.7,0.58,115
2902,Drew Dober,Jamie Varner,Submission,1,"December 13, 2014","Phoenix, Arizona, USA",Lightweight Bout,1,2126,33,Lightweight 155 lb,173.0,178.0,1.0289017341040465,34,0.6764705882352942,4.38,0.4,4.08,0.52,0.82,0.18,0.1,0.55,155,1397,37,Lightweight 155 lb,173.0,180.0,1.0404624277456649,33,0.6363636363636364,2.92,0.34,2.55,0.58,3.49,0.53,0.8,0.66,155
2903,Stipe Miocic,Junior Dos Santos,Decision - Unanimous,5,"December 13, 2014","Phoenix, Arizona, USA",Heavyweight Bout,0,335,39,Heavyweight 265 lb,193.0,203.0,1.0518134715025906,24,0.8333333333333334,4.82,0.53,3.82,0.54,1.86,0.34,0.0,0.68,240,2115,38,Heavyweight 265 lb,193.0,196.0,1.0155440414507773,30,0.7,4.49,0.47,3.33,0.56,0.3,0.5,0.1,0.81,238
2904,David Michaud,Garett Whiteley,Decision - Unanimous,3,"December 13, 2014","Phoenix, Arizona, USA",Lightweight Bout,1,358,33,Lightweight 155 lb,175.0,175.0,1.0,14,0.7857142857142857,3.25,0.43,4.45,0.54,2.53,0.58,0.7,0.77,155,1451,41,Lightweight 155 lb,183.0,183.0,1.0,10,0.7,3.72,0.48,4.04,0.46,0.0,0.0,0.9,0.27,155
2905,Joe Ellenberger,Bryan Barberena,KO/TKO,3,"December 13, 2014","Phoenix, Arizona, USA",Lightweight Bout,0,2242,36,Lightweight 155 lb,175.0,183.0,1.0457142857142858,17,0.8823529411764706,1.62,0.47,3.45,0.48,3.17,0.4,1.1,0.0,155,1889,32,Welterweight 170 lb,183.0,183.0,1.0,24,0.6666666666666666,5.44,0.48,4.77,0.45,0.19,0.25,0.4,0.58,170
2906,Anthony Birchak,Ian Entwistle,Submission,1,"December 13, 2014","Phoenix, Arizona, USA",Bantamweight Bout,0,1823,35,Bantamweight 135 lb,173.0,175.0,1.0115606936416186,24,0.6666666666666666,3.93,0.36,3.67,0.56,0.48,0.14,0.5,0.61,135,2227,35,Bantamweight 135 lb,165.0,165.0,1.0,12,0.75,0.11,0.07,7.36,0.31,0.0,0.0,12.1,0.0,135
2907,Dustin Kimura,Henry Cejudo,Decision - Unanimous,3,"December 13, 2014","Phoenix, Arizona, USA",Bantamweight Bout,0,63,32,Bantamweight 135 lb,170.0,180.0,1.0588235294117647,14,0.7857142857142857,1.33,0.21,3.82,0.51,0.93,0.37,2.2,0.5,135,2023,35,Bantamweight 135 lb,163.0,163.0,1.0,18,0.8888888888888888,3.92,0.45,2.77,0.65,2.12,0.33,0.2,0.93,135
2908,Felice Herrig,Lisa Ellis,Submission,2,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,1,2573,37,Strawweight 115 lb,163.0,165.0,1.012269938650307,23,0.6086956521739131,3.63,0.36,4.84,0.49,1.18,0.3,0.9,0.72,115,2240,39,Strawweight 115 lb,163.0,163.0,1.0,26,0.5769230769230769,1.68,0.48,2.32,0.57,4.19,0.63,0.6,0.5,115
2909,Joe Proctor,Yancy Medeiros,Submission,1,"December 12, 2014","Las Vegas, Nevada, USA",Lightweight Bout,0,661,36,Lightweight 155 lb,178.0,183.0,1.0280898876404494,16,0.6875,3.39,0.36,3.93,0.59,0.0,0.0,1.8,0.7,155,383,34,Lightweight 155 lb,178.0,190.0,1.0674157303370786,23,0.6521739130434783,4.36,0.37,5.67,0.47,0.33,0.5,0.7,0.73,155
2910,Charles Oliveira,Jeremy Stephens,Decision - Unanimous,3,"December 12, 2014","Las Vegas, Nevada, USA",Featherweight Bout,1,630,32,Lightweight 155 lb,178.0,188.0,1.0561797752808988,40,0.8,3.44,0.53,3.13,0.52,2.5,0.41,2.8,0.57,155,845,35,Featherweight 145 lb,175.0,180.0,1.0285714285714285,47,0.5957446808510638,3.17,0.4,3.05,0.58,1.16,0.38,0.4,0.65,145
2911,Randa Markos,Jessica Penne,Decision - Split,3,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,0,1698,36,Strawweight 115 lb,163.0,160.0,0.98159509202454,24,0.4583333333333333,2.97,0.43,3.1,0.58,1.12,0.28,0.2,0.52,115,743,39,Strawweight 115 lb,165.0,170.0,1.0303030303030305,20,0.7,2.41,0.34,4.34,0.47,1.57,0.25,0.7,0.4,115
2912,Rose Namajunas,Carla Esparza,Submission,3,"December 12, 2014","Las Vegas, Nevada, USA",UFC Women's Strawweight Title Bout,0,582,29,Strawweight 115 lb,165.0,165.0,1.0,16,0.75,4.01,0.41,3.88,0.59,1.78,0.56,0.7,0.51,115,2220,34,Strawweight 115 lb,155.0,160.0,1.032258064516129,25,0.76,2.34,0.43,2.75,0.53,3.53,0.37,0.3,0.48,115
2913,Bec Rawlings,Heather Clark,Decision - Unanimous,3,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,0,1179,33,Flyweight 125 lb,168.0,163.0,0.9702380952380952,15,0.4666666666666667,4.48,0.42,5.66,0.57,0.71,0.4,0.4,0.68,125,1989,41,Strawweight 115 lb,168.0,163.0,0.9702380952380952,13,0.5384615384615384,3.69,0.49,5.62,0.5,0.33,0.04,0.3,0.8,115
2914,Alex Chambers,Aisling Daly,Submission,1,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,0,2018,43,Strawweight 115 lb,160.0,160.0,1.0,10,0.5,2.97,0.54,5.1,0.5,2.31,0.41,1.0,0.53,115,2197,34,Strawweight 115 lb,157.0,163.0,1.038216560509554,22,0.7272727272727273,2.92,0.52,1.4,0.55,2.15,0.41,0.9,0.33,115
2915,Tecia Torres,Angela Magana,Decision - Unanimous,3,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,1,1268,32,Strawweight 115 lb,155.0,152.0,0.9806451612903224,18,0.7222222222222222,4.71,0.48,3.61,0.6,0.71,0.15,0.1,0.58,115,494,38,Strawweight 115 lb,155.0,165.0,1.064516129032258,20,0.55,1.53,0.28,4.92,0.42,0.4,0.25,0.4,0.28,115
2916,Emily Kagan,Angela Hill,Decision - Unanimous,3,"December 12, 2014","Las Vegas, Nevada, USA",Women's Strawweight Bout,0,120,40,Strawweight 115 lb,160.0,160.0,1.0,6,0.5,2.6,0.36,5.29,0.38,1.86,0.14,0.0,0.5,115,2561,37,Strawweight 115 lb,160.0,163.0,1.01875,24,0.5416666666666666,5.56,0.49,5.15,0.62,0.57,0.3,0.1,0.78,115
2917,Corey Anderson,Justin Jones,Decision - Unanimous,3,"December 06, 2014","Las Vegas, Nevada, USA",Light Heavyweight Bout,1,1621,32,Light Heavyweight 205 lb,190.0,201.0,1.0578947368421052,19,0.7368421052631579,4.43,0.46,2.22,0.59,4.89,0.5,0.0,0.83,205,2704,34,Middleweight 185 lb,180.0,180.0,1.0,11,0.8181818181818182,1.7,0.36,3.17,0.45,1.0,0.15,0.5,0.46,185
2918,Anthony Hamilton,Todd Duffee,KO/TKO,1,"December 06, 2014","Las Vegas, Nevada, USA",Heavyweight Bout,0,2632,41,Heavyweight 265 lb,196.0,193.0,0.9846938775510204,24,0.625,3.91,0.65,3.02,0.45,2.62,0.42,0.0,0.78,260,2100,36,Heavyweight 265 lb,190.0,198.0,1.0421052631578946,12,0.75,5.93,0.37,2.87,0.56,0.72,0.25,0.0,0.9,260
2919,Abel Trujillo,Tony Ferguson,Submission,2,"December 06, 2014","Las Vegas, Nevada, USA",Lightweight Bout,0,1252,38,Lightweight 155 lb,173.0,178.0,1.0289017341040465,23,0.6521739130434783,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,155,2328,38,Lightweight 155 lb,180.0,193.0,1.0722222222222222,32,0.8125,5.15,0.45,3.78,0.59,0.42,0.42,1.1,0.67,155
2920,Gilbert Melendez,Anthony Pettis,Submission,2,"December 06, 2014","Las Vegas, Nevada, USA",UFC Lightweight Title Bout,0,373,39,Featherweight 145 lb,175.0,185.0,1.0571428571428572,30,0.7333333333333333,3.44,0.33,2.53,0.63,1.64,0.41,0.2,0.71,145,717,35,Lightweight 155 lb,178.0,183.0,1.0280898876404494,34,0.7058823529411765,3.05,0.47,3.44,0.54,0.61,0.5,1.1,0.6,155
2921,Josh Samman,Eddie Gordon,KO/TKO,2,"December 06, 2014","Las Vegas, Nevada, USA",Middleweight Bout,1,1212,33,Middleweight 185 lb,190.0,201.0,1.0578947368421052,17,0.7647058823529411,2.08,0.52,2.47,0.34,1.09,0.33,0.4,0.33,185,2414,38,Middleweight 185 lb,183.0,193.0,1.0546448087431697,12,0.6666666666666666,2.03,0.32,2.57,0.6,1.93,0.83,0.0,0.63,185
2922,Travis Browne,Brendan Schaub,KO/TKO,1,"December 06, 2014","Las Vegas, Nevada, USA",Heavyweight Bout,1,1752,39,Heavyweight 265 lb,198.0,201.0,1.0151515151515151,26,0.6923076923076923,2.93,0.41,4.31,0.42,1.21,0.68,0.2,0.75,255,1120,38,Heavyweight 265 lb,193.0,198.0,1.0259067357512954,15,0.6666666666666666,2.92,0.37,2.22,0.57,2.32,0.46,0.4,0.72,245
2923,Urijah Faber,Francisco Rivera,Submission,2,"December 06, 2014","Las Vegas, Nevada, USA",Bantamweight Bout,1,2344,42,Bantamweight 135 lb,168.0,170.0,1.011904761904762,46,0.7608695652173914,2.65,0.4,2.59,0.64,1.54,0.3,0.8,0.58,135,1078,40,Bantamweight 135 lb,173.0,178.0,1.0289017341040465,18,0.6111111111111112,4.07,0.41,3.16,0.68,1.01,0.63,0.6,0.68,135
2924,Johny Hendricks,Robbie Lawler,Decision - Split,5,"December 06, 2014","Las Vegas, Nevada, USA",UFC Welterweight Title Bout,0,2590,38,Middleweight 185 lb,175.0,175.0,1.0,26,0.6923076923076923,3.49,0.45,3.99,0.53,3.83,0.46,0.3,0.63,185,210,39,Welterweight 170 lb,180.0,188.0,1.0444444444444445,44,0.6590909090909091,3.73,0.46,4.42,0.59,0.66,0.64,0.0,0.65,170
2925,Ashlee Evans-Smith,Raquel Pennington,Submission,1,"December 06, 2014","Las Vegas, Nevada, USA",Women's Bantamweight Bout,0,2210,34,Bantamweight 135 lb,173.0,170.0,0.9826589595375722,11,0.5454545454545454,4.54,0.34,4.69,0.55,1.1,0.23,0.0,0.66,135,741,33,Featherweight 145 lb,170.0,170.0,1.0,22,0.5909090909090909,3.66,0.49,3.21,0.62,1.07,0.28,0.7,0.64,145
2926,Matt Hobar,Sergio Pettis,Decision - Unanimous,3,"December 06, 2014","Las Vegas, Nevada, USA",Bantamweight Bout,0,2552,35,Bantamweight 135 lb,178.0,178.0,1.0,12,0.75,3.23,0.42,4.27,0.52,3.66,0.44,0.0,0.5,135,716,28,Flyweight 125 lb,168.0,175.0,1.0416666666666667,23,0.782608695652174,3.88,0.37,2.91,0.65,0.85,0.4,0.4,0.67,125
2927,Alex White,Clay Collard,Decision - Unanimous,3,"December 06, 2014","Las Vegas, Nevada, USA",Featherweight Bout,0,1456,33,Lightweight 155 lb,183.0,180.0,0.9836065573770492,19,0.6842105263157895,3.76,0.42,3.07,0.6,0.92,0.28,0.5,0.71,155,1975,28,Featherweight 145 lb,180.0,185.0,1.0277777777777777,21,0.6666666666666666,4.22,0.32,5.0,0.5,2.81,0.39,0.5,0.71,145
2928,Luke Barnatt,Roger Narvaez,Decision - Split,3,"November 22, 2014","Austin, Texas, USA",Middleweight Bout,0,1885,33,Middleweight 185 lb,198.0,196.0,0.98989898989899,17,0.7647058823529411,4.43,0.36,3.87,0.59,0.63,0.42,0.4,0.63,185,579,38,Middleweight 185 lb,190.0,190.0,1.0,11,0.7272727272727273,2.12,0.37,3.32,0.64,0.0,0.0,0.9,0.5,185
2929,Frankie Edgar,Cub Swanson,Submission,5,"November 22, 2014","Austin, Texas, USA",Featherweight Bout,1,2256,40,Bantamweight 135 lb,168.0,173.0,1.0297619047619049,34,0.6764705882352942,3.79,0.4,2.81,0.66,2.3,0.31,0.3,0.65,135,805,38,Featherweight 145 lb,173.0,178.0,1.0289017341040465,40,0.7,4.66,0.5,3.65,0.6,1.08,0.51,0.5,0.61,145
2930,Aleksei Oleinik,Jared Rosholt,KO/TKO,1,"November 22, 2014","Austin, Texas, USA",Heavyweight Bout,1,633,44,Heavyweight 265 lb,188.0,203.0,1.0797872340425532,76,0.7763157894736842,3.55,0.5,3.99,0.44,2.16,0.46,2.2,0.33,240,953,35,Heavyweight 265 lb,188.0,190.0,1.0106382978723405,18,0.7777777777777778,2.08,0.46,1.52,0.59,1.83,0.41,0.1,0.66,265
2931,Ruslan Magomedov,Josh Copeland,Decision - Unanimous,3,"November 22, 2014","Austin, Texas, USA",Heavyweight Bout,1,491,35,Heavyweight 265 lb,190.0,198.0,1.0421052631578946,15,0.9333333333333332,4.02,0.47,1.47,0.66,0.33,1.0,0.0,0.88,242,1961,39,Heavyweight 265 lb,185.0,185.0,1.0,16,0.75,1.03,0.31,3.01,0.55,0.0,0.0,0.0,0.57,265
2932,Dustin Ortiz,Joseph Benavidez,Decision - Unanimous,3,"November 22, 2014","Austin, Texas, USA",Flyweight Bout,0,611,33,Flyweight 125 lb,165.0,165.0,1.0,27,0.7037037037037037,2.94,0.44,2.17,0.56,3.01,0.36,0.1,0.52,125,1849,37,Flyweight 125 lb,163.0,165.0,1.012269938650307,36,0.7777777777777778,3.52,0.34,2.67,0.61,1.41,0.3,0.6,0.62,125
2933,Brad Pickett,Chico Camus,Decision - Split,3,"November 22, 2014","Austin, Texas, USA",Flyweight Bout,0,704,43,Bantamweight 135 lb,168.0,173.0,1.0297619047619049,39,0.6410256410256411,3.02,0.31,4.63,0.55,2.47,0.44,0.4,0.58,135,2067,37,Flyweight 125 lb,168.0,168.0,1.0,24,0.7083333333333334,2.58,0.41,2.46,0.64,0.77,0.4,0.4,0.72,125
2934,Bobby Green,Edson Barboza,Decision - Unanimous,3,"November 22, 2014","Austin, Texas, USA",Lightweight Bout,0,2381,35,Lightweight 155 lb,178.0,180.0,1.0112359550561798,42,0.6904761904761905,5.93,0.51,3.65,0.62,1.36,0.38,0.3,0.72,155,1888,36,Featherweight 145 lb,180.0,190.0,1.0555555555555556,32,0.6875,4.11,0.44,4.19,0.59,0.4,0.44,0.1,0.78,145
2935,Isaac Vallie-Flagg,Matt Wiman,Decision - Unanimous,3,"November 22, 2014","Austin, Texas, USA",Lightweight Bout,0,1407,43,Lightweight 155 lb,173.0,178.0,1.0289017341040465,24,0.6666666666666666,5.56,0.47,5.6,0.45,0.2,0.12,0.0,0.58,155,1429,38,Lightweight 155 lb,178.0,173.0,0.9719101123595506,26,0.6153846153846154,3.17,0.5,3.57,0.51,2.13,0.37,1.5,0.56,155
2936,Nick Hein,James Vick,Decision - Unanimous,3,"November 22, 2014","Austin, Texas, USA",Lightweight Bout,0,2597,37,Lightweight 155 lb,168.0,168.0,1.0,19,0.7368421052631579,2.65,0.35,3.61,0.59,0.86,0.33,0.0,0.83,155,1374,35,Lightweight 155 lb,190.0,193.0,1.0157894736842106,18,0.7222222222222222,4.13,0.39,3.31,0.6,0.26,0.33,0.7,0.57,155
2937,Kailin Curran,Paige VanZant,KO/TKO,3,"November 22, 2014","Austin, Texas, USA",Women's Strawweight Bout,0,1913,30,Strawweight 115 lb,163.0,165.0,1.012269938650307,9,0.4444444444444444,3.89,0.43,4.75,0.53,2.0,0.57,0.6,0.61,115,1399,27,Strawweight 115 lb,163.0,165.0,1.012269938650307,13,0.6153846153846154,3.35,0.52,2.62,0.42,1.27,0.33,1.0,0.34,115
2938,Akbarh Arreola,Yves Edwards,Submission,1,"November 22, 2014","Austin, Texas, USA",Lightweight Bout,1,1588,39,Lightweight 155 lb,178.0,180.0,1.0112359550561798,35,0.6571428571428571,2.32,0.45,4.01,0.56,1.07,1.0,0.4,0.33,155,2253,45,Lightweight 155 lb,175.0,185.0,1.0571428571428572,65,0.6461538461538462,2.91,0.42,2.34,0.66,0.76,0.53,0.7,0.69,155
2939,Dooho Choi,Juan Manuel Puig,KO/TKO,1,"November 22, 2014","Austin, Texas, USA",Featherweight Bout,1,2003,30,Featherweight 145 lb,178.0,178.0,1.0,18,0.7777777777777778,5.32,0.51,6.38,0.53,0.41,0.2,0.0,0.5,145,655,32,Featherweight 145 lb,175.0,175.0,1.0,15,0.7333333333333333,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,145
2940,Fabricio Werdum,Mark Hunt,KO/TKO,2,"November 15, 2014","Mexico City, Distrito Federal, Mexico",UFC Interim Heavyweight Title Bout,1,1461,44,Heavyweight 265 lb,193.0,196.0,1.0155440414507773,34,0.7058823529411765,3.59,0.52,2.64,0.55,1.75,0.31,1.2,0.31,231,2505,47,Heavyweight 265 lb,178.0,183.0,1.0280898876404494,28,0.4642857142857143,2.81,0.43,2.9,0.51,0.51,0.55,0.2,0.64,265
2941,Dennis Bermudez,Ricardo Lamas,Submission,1,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Featherweight Bout,0,1838,35,Lightweight 155 lb,168.0,168.0,1.0,26,0.6538461538461539,4.42,0.46,3.07,0.59,3.89,0.4,1.1,0.82,155,231,39,Featherweight 145 lb,173.0,180.0,1.0404624277456649,28,0.7142857142857143,3.13,0.47,2.87,0.57,1.84,0.33,0.9,0.46,145
2942,Jessica Eye,Leslie Smith,TKO - Doctor's Stoppage,2,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Women's Bantamweight Bout,1,1710,35,Flyweight 125 lb,168.0,168.0,1.0,25,0.6,3.96,0.36,4.19,0.56,0.55,0.44,0.5,0.57,125,907,39,Bantamweight 135 lb,175.0,168.0,0.96,18,0.5555555555555556,7.56,0.4,8.41,0.51,0.0,0.0,0.0,0.62,135
2943,Alejandro Perez,Jose Quinonez,Decision - Unanimous,3,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Ultimate Fighter Latin America Bantamweight Tournament Title Bout,1,734,32,Bantamweight 135 lb,168.0,165.0,0.9821428571428572,32,0.71875,3.45,0.35,2.97,0.63,0.61,0.23,0.4,0.7,135,791,31,Bantamweight 135 lb,173.0,175.0,1.0115606936416186,14,0.6428571428571429,3.6,0.45,3.0,0.64,2.7,0.47,0.6,0.42,135
2944,Chris Heatherly,Augusto Montano,KO/TKO,1,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Welterweight Bout,0,2599,34,Lightweight 155 lb,175.0,175.0,1.0,13,0.6923076923076923,1.08,0.45,2.67,0.52,3.39,0.5,0.7,1.0,155,304,37,Welterweight 170 lb,185.0,185.0,1.0,18,0.8333333333333334,3.46,0.46,2.66,0.56,0.0,0.0,0.0,0.66,170
2945,Leonardo Morales,Yair Rodriguez,Decision - Unanimous,3,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Ultimate Fighter Latin America Featherweight Tournament Title Bout,0,291,29,Bantamweight 135 lb,173.0,173.0,1.0,8,0.75,2.05,0.47,2.05,0.58,0.0,0.0,0.0,0.62,135,1036,29,Featherweight 145 lb,180.0,180.0,1.0,17,0.8235294117647058,4.65,0.45,4.09,0.53,0.86,0.28,0.8,0.6,145
2946,Jake Ellenberger,Kelvin Gastelum,Submission,1,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Welterweight Bout,0,2243,36,Welterweight 170 lb,175.0,180.0,1.0285714285714285,46,0.6739130434782609,2.47,0.39,2.83,0.6,2.04,0.47,0.4,0.86,170,2468,30,Middleweight 185 lb,175.0,180.0,1.0285714285714285,25,0.68,3.53,0.41,3.24,0.57,1.05,0.32,0.1,0.62,185
2947,Edgar Garcia,Hector Urbina,Submission,1,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Welterweight Bout,0,2480,38,Welterweight 170 lb,178.0,180.0,1.0112359550561798,19,0.7368421052631579,3.16,0.29,4.23,0.6,2.21,0.57,0.6,0.5,170,1342,34,Welterweight 170 lb,180.0,185.0,1.0277777777777777,28,0.6071428571428571,0.97,0.38,2.44,0.39,0.0,0.0,3.8,0.38,170
2948,Guido Cannetti,Henry Briones,Submission,2,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Bantamweight Bout,0,2063,42,Bantamweight 135 lb,168.0,173.0,1.0297619047619049,15,0.5333333333333333,3.2,0.54,2.87,0.5,2.04,0.5,0.2,0.7,135,1768,41,Bantamweight 135 lb,173.0,175.0,1.0115606936416186,25,0.64,3.47,0.42,4.68,0.53,0.0,0.0,0.6,0.52,135
2949,Gabriel Benitez,Humberto Brown Morrison,Submission,3,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Featherweight Bout,1,1848,33,Featherweight 145 lb,173.0,180.0,1.0404624277456649,33,0.6666666666666666,4.6,0.4,3.98,0.65,0.14,0.5,1.1,0.58,145,1753,37,Featherweight 145 lb,178.0,178.0,1.0,10,0.4,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,145
2950,Marco Beltran,Marlon Vera,Decision - Unanimous,3,"November 15, 2014","Mexico City, Distrito Federal, Mexico",Bantamweight Bout,1,1850,35,Flyweight 125 lb,173.0,175.0,1.0115606936416186,14,0.5714285714285714,2.07,0.37,1.93,0.63,0.7,0.5,0.2,0.46,125,1383,29,Bantamweight 135 lb,173.0,178.0,1.0289017341040465,26,0.6923076923076923,4.08,0.51,4.27,0.5,0.82,0.42,1.3,0.69,135
2951,Leandro Silva,Charlie Brenneman,Submission,1,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Lightweight Bout,1,970,36,Lightweight 155 lb,175.0,183.0,1.0457142857142858,27,0.7407407407407407,2.39,0.48,2.08,0.63,1.76,0.37,0.4,0.65,155,1773,41,Lightweight 155 lb,178.0,178.0,1.0,27,0.7037037037037037,1.52,0.56,1.55,0.46,4.23,0.42,0.0,0.72,155
2952,Claudio Silva,Leon Edwards,Decision - Split,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Welterweight Bout,1,969,39,Welterweight 170 lb,180.0,180.0,1.0,17,0.8235294117647058,2.81,0.41,3.0,0.44,2.63,0.25,1.3,0.5,170,2251,30,Welterweight 170 lb,188.0,188.0,1.0,22,0.8636363636363636,2.62,0.49,2.15,0.55,1.48,0.35,0.3,0.7,170
2953,Caio Magalhaes,Trevor Smith,KO/TKO,1,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Middleweight Bout,1,496,34,Middleweight 185 lb,185.0,185.0,1.0,13,0.7692307692307693,2.27,0.4,2.78,0.56,1.05,0.15,1.6,0.58,185,911,41,Middleweight 185 lb,190.0,190.0,1.0,25,0.6,3.29,0.55,3.31,0.51,1.7,0.32,0.7,0.6,185
2954,Dhiego Lima,Jorge de Oliveira,Decision - Unanimous,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Welterweight Bout,1,163,33,Welterweight 170 lb,188.0,190.0,1.0106382978723405,26,0.6538461538461539,3.12,0.39,3.88,0.58,1.26,0.34,0.6,0.73,170,2164,42,Lightweight 155 lb,173.0,173.0,1.0,11,0.8181818181818182,1.26,0.31,4.84,0.48,0.0,0.0,0.0,0.22,155
2955,Alan Jouban,Warlley Alves,Decision - Unanimous,3,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Welterweight Bout,0,2690,40,Welterweight 170 lb,183.0,185.0,1.010928961748634,24,0.7083333333333334,5.67,0.5,3.77,0.6,0.51,0.44,0.3,0.58,170,1631,31,Welterweight 170 lb,180.0,183.0,1.0166666666666666,20,0.75,3.07,0.48,3.63,0.51,1.42,0.52,1.1,0.78,170
2956,Mauricio Rua,Ovince Saint Preux,KO/TKO,1,"November 08, 2014","Uberlandia, Minas Gerais, Brazil",Light Heavyweight Bout,0,944,40,Light Heavyweight 205 lb,185.0,193.0,1.0432432432432432,40,0.675,3.57,0.5,2.71,0.54,2.12,0.48,0.8,0.47,205,1231,38,Light Heavyweight 205 lb,190.0,203.0,1.068421052631579,41,0.6097560975609756,2.65,0.46,3.07,0.45,1.21,0.38,0.6,0.66,205
