name,index,Age,weight_class,height_cm,reach_cm,ape_index,Number_of_fights,win_percentage,O_SLpM,O_StrPct,D_SApM,D_StrPct,O_TdAvg,O_TdAcc,O_SubAvg,D_TdPct,weight
Neil Seery,1065,42,Flyweight 125 lb,163.0,163.0,1.0,29,0.5517241379310345,3.56,0.41,3.79,0.58,0.78,0.27,1.6,0.53,125
Buddy Roberts,1066,39,Middleweight 185 lb,188.0,188.0,1.0,15,0.8,2.17,0.34,2.08,0.7,0.0,0.0,0.7,0.76,185
Daniel Roberts,1067,41,Welterweight 170 lb,178.0,188.0,1.0561797752808988,22,0.6818181818181818,0.73,0.2,2.27,0.46,2.46,0.44,2.5,0.4,170
Ryan Roberts,1068,43,Lightweight 155 lb,168.0,168.0,1.0,34,0.6176470588235294,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,155
Karl Roberson,1069,31,Middleweight 185 lb,185.0,188.0,1.0162162162162163,13,0.6923076923076923,2.87,0.51,2.38,0.57,0.92,0.57,0.7,0.45,185
Kali Robbins,1070,37,Strawweight 115 lb,160.0,160.0,1.0,9,0.6666666666666666,3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0,115
Justin Robbins,1071,41,Bantamweight 135 lb,165.0,165.0,1.0,33,0.42424242424242425,0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0,135
Theo Rlayang,1072,27,Featherweight 145 lb,170.0,165.0,0.9705882352941176,6,0.8333333333333334,5.93,0.48,8.4,0.4,2.0,0.4,0.0,0.0,145
Pedro Rizzo,1073,47,Heavyweight 265 lb,185.0,185.0,1.0,31,0.6451612903225806,1.93,0.34,3.02,0.5,0.26,0.28,0.0,0.78,241
Nicdali Rivera-Calanoc,1074,36,Strawweight 115 lb,160.0,160.0,1.0,19,0.47368421052631576,1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0,105
Jerome Rivera,1075,26,Flyweight 125 lb,178.0,183.0,1.0280898876404494,16,0.625,3.21,0.33,2.6,0.51,0.0,0.0,0.0,0.4,125
Irwin Rivera,1076,33,Bantamweight 135 lb,168.0,170.0,1.0119047619047619,16,0.625,3.36,0.44,5.07,0.57,1.0,0.16,0.0,0.7,135
Jimmie Rivera,1077,32,Bantamweight 135 lb,163.0,173.0,1.0613496932515338,28,0.8214285714285714,4.03,0.4,3.9,0.6,0.88,0.27,0.1,0.92,135
Francisco Rivera,1078,40,Bantamweight 135 lb,173.0,178.0,1.0289017341040463,18,0.6111111111111112,4.07,0.41,3.16,0.68,1.01,0.63,0.6,0.68,135
Dante Rivera,1079,47,Middleweight 185 lb,185.0,185.0,1.0,23,0.6956521739130435,2.27,0.53,4.0,0.25,0.0,0.0,0.0,0.16,185
Jorge Rivera,1080,50,Middleweight 185 lb,185.0,185.0,1.0,29,0.6896551724137931,3.16,0.48,2.64,0.54,0.84,0.5,0.1,0.63,185
Diego Rivas,1081,30,Featherweight 145 lb,173.0,175.0,1.0115606936416186,12,0.8333333333333334,1.37,0.4,2.14,0.52,1.79,0.6,0.9,0.64,145
Shannon Ritch,1082,51,Light Heavyweight 205 lb,175.0,175.0,1.0,139,0.4028776978417266,1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,190
Maria Rios,1083,38,Flyweight 125 lb,165.0,165.0,1.0,5,0.4,2.93,0.34,4.13,0.56,2.0,0.5,0.0,1.0,125
Mike Rio,1084,40,Lightweight 155 lb,178.0,178.0,1.0,15,0.6666666666666666,1.68,0.39,2.99,0.53,2.58,0.27,1.0,0.0,155
Matt Secor,1085,35,Welterweight 170 lb,183.0,183.0,1.0,12,0.6666666666666666,0.51,0.2,0.81,0.5,3.03,1.0,3.0,0.0,170
Brad Scott,1086,32,Welterweight 170 lb,185.0,193.0,1.0432432432432432,17,0.6470588235294118,3.52,0.41,4.31,0.57,0.32,0.15,0.7,0.63,170
Justin Scoggins,1087,29,Flyweight 125 lb,170.0,168.0,0.9882352941176471,16,0.6875,3.56,0.51,2.16,0.55,3.42,0.63,0.5,0.82,125
Darrill Schoonover,1088,36,Heavyweight 265 lb,188.0,188.0,1.0,22,0.6363636363636364,1.2,0.33,4.35,0.38,0.0,0.0,1.1,0.5,220
Alex Schoenauer,1089,45,Middleweight 185 lb,190.0,190.0,1.0,25,0.6,1.22,0.4,2.27,0.42,0.0,0.0,4.9,0.22,185
Matt Schnell,1090,32,Flyweight 125 lb,173.0,178.0,1.0289017341040463,20,0.75,4.23,0.38,4.17,0.59,0.39,0.33,1.0,0.5,125
Semmy Schilt,1091,48,Heavyweight 265 lb,208.0,208.0,1.0,41,0.6341463414634146,1.2,0.5,1.31,0.53,0.0,0.0,1.1,0.47,265
Pat Schilling,1092,33,Featherweight 145 lb,173.0,173.0,1.0,7,0.7142857142857143,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,145
Samy Schiavo,1093,46,Lightweight 155 lb,173.0,173.0,1.0,16,0.625,1.68,0.34,2.62,0.38,0.94,0.5,0.9,0.66,155
Fabiano Scherner,1094,49,Heavyweight 265 lb,190.0,190.0,1.0,21,0.5238095238095238,1.31,0.31,3.2,0.38,1.09,0.33,0.0,0.4,257
Antonio Schembri,1095,47,Light Heavyweight 205 lb,175.0,175.0,1.0,10,0.5,0.72,0.26,2.12,0.55,1.31,0.4,0.4,0.0,205
Nick Ring,1096,43,Middleweight 185 lb,183.0,188.0,1.0273224043715847,18,0.7777777777777778,3.52,0.42,3.48,0.62,1.36,0.36,0.3,0.52,185
Jordan Rinaldi,1097,34,Featherweight 145 lb,178.0,183.0,1.0280898876404494,21,0.6666666666666666,1.56,0.35,2.32,0.59,1.45,0.35,1.2,0.2,145
Moise Rimbon,1098,44,Light Heavyweight 205 lb,178.0,178.0,1.0,37,0.6216216216216216,0.8,0.34,1.0,0.71,1.0,0.5,0.0,0.37,205
Jason Riley,1099,46,Heavyweight 265 lb,198.0,198.0,1.0,17,0.5882352941176471,0.0,0.0,9.68,0.33,0.0,0.0,0.0,0.5,245
Aaron Riley,1100,41,Lightweight 155 lb,173.0,175.0,1.0115606936416186,45,0.6666666666666666,3.45,0.34,3.78,0.61,1.18,0.34,0.1,0.6,155
Joe Riggs,1101,39,Middleweight 185 lb,183.0,178.0,0.9726775956284153,61,0.7213114754098361,2.41,0.51,1.69,0.57,2.45,0.55,0.6,0.62,185
Matthew Riddle,1102,36,Welterweight 170 lb,185.0,193.0,1.0432432432432432,11,0.7272727272727273,3.01,0.42,2.74,0.54,3.51,0.5,0.5,0.89,170
Brad Riddell,1103,30,Lightweight 155 lb,170.0,180.0,1.0588235294117647,12,0.8333333333333334,4.76,0.53,3.55,0.52,1.87,0.39,0.0,0.62,155
Dave Rickels,1104,33,Lightweight 155 lb,180.0,180.0,1.0,22,0.8181818181818182,4.29,0.59,5.53,0.42,0.0,0.0,0.0,0.25,155
Mike Richman,1105,36,Bantamweight 135 lb,173.0,173.0,1.0,25,0.72,4.06,0.44,3.49,0.43,0.0,0.0,0.0,0.76,135
Matt Ricehouse,1106,34,Lightweight 155 lb,178.0,183.0,1.0280898876404494,7,0.8571428571428571,3.7,0.44,4.8,0.47,1.0,0.22,0.0,0.81,155
Tabatha Ricci,1107,27,Strawweight 115 lb,155.0,155.0,1.0,7,0.8571428571428571,3.43,0.35,6.52,0.57,3.26,0.41,0.0,0.0,115
Alex Ricci,1108,39,Lightweight 155 lb,180.0,180.0,1.0,15,0.6666666666666666,2.48,0.41,2.53,0.64,0.0,0.0,0.0,0.64,155
Mike Ricci,1109,35,Lightweight 155 lb,183.0,193.0,1.0546448087431695,16,0.6875,1.8,0.32,1.64,0.65,0.67,1.0,0.0,0.54,155
Will Ribeiro,1110,39,Bantamweight 135 lb,173.0,173.0,1.0,12,0.8333333333333334,1.83,0.28,1.64,0.74,1.15,1.0,2.9,0.5,135
Vitor Ribeiro,1111,43,Lightweight 155 lb,173.0,173.0,1.0,25,0.8,1.0,0.28,1.95,0.48,1.58,0.26,1.2,1.0,154
Amanda Ribas,1112,28,Flyweight 125 lb,160.0,168.0,1.05,13,0.8461538461538461,4.65,0.42,2.17,0.7,1.99,0.47,1.5,0.86,125
Lucrezia Ria,1113,29,Flyweight 125 lb,168.0,168.0,1.0,10,0.8,4.07,0.46,4.4,0.45,1.0,0.33,0.0,0.0,125
Mike Rhodes,1114,32,Welterweight 170 lb,185.0,188.0,1.0162162162162163,15,0.6666666666666666,3.2,0.39,4.13,0.64,0.96,0.33,0.5,0.75,170
Gaston Reyno,1115,35,Featherweight 145 lb,183.0,183.0,1.0,8,0.75,7.79,0.62,3.9,0.44,0.0,0.0,11.7,0.0,145
Victor Reyna,1116,35,Welterweight 170 lb,180.0,188.0,1.0444444444444445,16,0.6875,5.8,0.63,4.75,0.42,0.0,0.0,0.0,1.0,170
Alex Reyes,1117,35,Welterweight 170 lb,180.0,185.0,1.0277777777777777,16,0.8125,4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0,170
Dominick Reyes,1118,32,Light Heavyweight 205 lb,193.0,196.0,1.0155440414507773,15,0.8,4.77,0.5,3.73,0.48,0.36,0.28,0.4,0.8,205
Matheus Scheffel,1119,29,Light Heavyweight 205 lb,188.0,190.0,1.0106382978723405,21,0.6666666666666666,1.33,0.36,3.0,0.47,0.0,0.0,0.0,1.0,205
Brendan Schaub,1120,38,Heavyweight 265 lb,193.0,198.0,1.0259067357512954,15,0.6666666666666666,2.92,0.37,2.22,0.57,2.32,0.46,0.4,0.72,245
Eric Schambari,1121,43,Middleweight 185 lb,180.0,180.0,1.0,21,0.7142857142857143,1.43,0.42,1.07,0.54,3.0,0.42,1.0,0.0,185
Kerry Schall,1122,50,Heavyweight 265 lb,188.0,188.0,1.0,37,0.6486486486486487,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,265
Eric Schafer,1123,44,Middleweight 185 lb,190.0,193.0,1.0157894736842106,24,0.5833333333333334,1.89,0.34,3.38,0.56,1.81,0.36,1.8,0.5,185
Matt Sayles,1124,28,Lightweight 155 lb,170.0,173.0,1.0176470588235293,12,0.6666666666666666,4.83,0.41,2.81,0.61,0.36,0.16,0.7,0.81,155
Lumumba Sayers,1125,43,Middleweight 185 lb,183.0,183.0,1.0,11,0.5454545454545454,2.54,0.41,2.37,0.48,7.63,0.75,2.5,0.0,185
Chris Saunders,1126,35,Lightweight 155 lb,173.0,173.0,1.0,24,0.6666666666666666,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,155
Ben Saunders,1127,38,Welterweight 170 lb,188.0,196.0,1.0425531914893618,37,0.5945945945945946,3.23,0.5,3.58,0.51,0.2,0.4,1.3,0.66,170
Jeimeson Saudino,1128,31,Bantamweight 135 lb,168.0,168.0,1.0,13,0.6153846153846154,0.66,0.3,0.82,0.84,2.47,0.5,2.5,0.0,135
Takashi Sato,1129,31,Welterweight 170 lb,178.0,185.0,1.0393258426966292,20,0.8,3.16,0.37,4.81,0.5,0.53,0.5,0.0,0.75,170
